Complaint Name,Project,Country,IAM,Bank,External ID,Status,Filer,IFI Support,Sector,Issues,Description,Compliance Report Issued,Non-Compliance Found,Filing Date,Registration Start,Registration End,Registration Status,"If no Registration, why?",Eligibility Start,Eligibility End,Eligibility Status,"If No Eligibility, Why?",Dispute Resolution Start,Dispute Resolution End,Dispute Resolution Status,"If No DR, Why?",Compliance Review Start,Compliance Review End,Compliance Review Status,"If No CR, Why?",Monitoring Start,Monitoring End,Monitoring Status,"If No Monitoring, Why?",Date Closed
Dakar-Diamniadio Highway Project,Dakar-Diamniadio Highway Project,Senegal,AfDB Independent Review Mechanism,African Development Bank,RQ 2011/1,Closed With Results,,Project/investment lending,Infrastructure,"Displacement (physical and/or economic), Other",,FALSE,FALSE,6/15/11,6/15/11,7/26/11,closed_with_outcome,,7/26/11,,closed_with_outcome,,10/10/11,2/10/13,closed_with_outcome,,,,not_undertaken,Not desired by complainant,1/1/12,2/1/13,closed_with_outcome,,2/28/13
Dariali HPP,Dariali HPP,Georgia,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,2014/05,Closed With Results,,Project/investment lending,"Energy, Infrastructure","Biodiversity, Consultation and disclosure, Displacement (physical and/or economic), Due diligence, Other, Other community health and safety issues, Water",,TRUE,TRUE,11/24/14,11/24/14,12/8/14,closed_with_outcome,,12/8/14,8/28/15,closed_with_outcome,,,,not_undertaken,Not desired by complainant,9/2/15,4/7/17,closed_with_outcome,,,,,,
Decentralized Rural Infrastructure and Livelihood Project,Decentralized Rural Infrastructure and Livelihood Project,Nepal,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,11,Closed With Results,,Project/investment lending,"Community capacity and development, Infrastructure","Consultation and disclosure, Displacement (physical and/or economic)",,FALSE,FALSE,11/10/14,11/10/14,11/10/14,closed_with_outcome,,11/10/14,12/15/14,closed_with_outcome,,12/15/14,2/15/15,closed_with_outcome,,,,not_undertaken,Not desired by complainant,,,not_undertaken,Mechanism deemed involvement unnecessary,2/28/15
Delhi Mass Rapid Transport System Project,Delhi Mass Rapid Transport System Project,India,JBIC Examiner for Environmental Guidelines,Japan Bank for International Cooperation,no_id_31_2,Closed Without Results,,Project/investment lending,Infrastructure,Other,,FALSE,FALSE,6/30/05,6/30/05,,closed_with_outcome,,,,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,
DeltaCredit Bank,DeltaCredit Bank,Russia,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_16,Closed Without Results,,,Other,Other,,FALSE,FALSE,10/1/05,,,not_undertaken,,10/1/05,10/31/05,closed_without_outcome,Outside of mandate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,10/31/05
Development Forestry Sector Management Project,Development Forestry Sector Management Project,Liberia,WB Inspection Panel,World Bank,69,Closed With Results Outside Process,,Other,"Forestry, Regulatory Development","Biodiversity, Consultation and disclosure, Due diligence, Human rights, Other environmental",,FALSE,FALSE,9/24/10,9/24/10,9/30/10,closed_with_outcome,,9/30/10,2/7/11,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,,,not_undertaken,Mechanism deemed involvement unnecessary,,,not_undertaken,Case closed in earlier stage,2/28/11
Development Programme's Norte Grande provinces: W&S Infrastructure,Development Programme's Norte Grande provinces: W&S Infrastructure,Argentina,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-AR-2013-061,Closed Without Results,,,Other,Other,,FALSE,FALSE,6/1/13,6/1/13,,closed_without_outcome,,,,not_undertaken,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,
Development of the Industry of Products of the Vegetable Sponge,Development of the Industry of Products of the Vegetable Sponge,Paraguay,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,PR-MICI001-2010,Closed With Results,,Project/investment lending,Manufacturing,Other,,FALSE,FALSE,2/10/10,2/10/10,9/20/10,closed_with_outcome,,9/20/10,12/16/10,closed_with_outcome,,2/5/11,7/5/11,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,8/29/11,9/29/11,closed_with_outcome,,10/31/11
Digicel,Digicel,Papua New Guinea,IFC Compliance Advisor/Ombudsman,IFC/MIGA,no_id_21_33,Closed Without Results,,,Other,Other,,FALSE,FALSE,1/1/08,,,not_undertaken,,1/1/08,1/31/08,closed_without_outcome,Outside of mandate,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,1/31/08
Dinant-01/CAO Vice President Request,Dinant-01/CAO Vice President Request,Honduras,IFC Compliance Advisor/Ombudsman,IFC/MIGA,188,Monitoring,,Project/investment lending,"Agribusiness, Manufacturing","Consultation and disclosure, Displacement (physical and/or economic), Due diligence, Violence against the community (by gov't and/or company)",,TRUE,TRUE,4/17/12,,,not_undertaken,,4/17/12,,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,8/1/12,1/1/14,closed_with_outcome,,1/10/14,,in_progress,,
Dinant-02/Aguan Valley,Dinant-02/Aguan Valley,Honduras,IFC Compliance Advisor/Ombudsman,IFC/MIGA,224,Active,,Project/investment lending,"Agribusiness, Manufacturing","Displacement (physical and/or economic), Other environmental, Violence against the community (by gov't and/or company)",,FALSE,FALSE,7/25/14,,,not_undertaken,,,,,,,,,,,,,,,,,,
Dinant-03/Aguan Valley,Dinant-03/Aguan Valley,Honduras,IFC Compliance Advisor/Ombudsman,IFC/MIGA,223,Active,,Project/investment lending,"Agribusiness, Manufacturing","Displacement (physical and/or economic), Other environmental, Violence against the community (by gov't and/or company)",,FALSE,FALSE,7/25/14,,,not_undertaken,,,,,,,,,,,,,,,,,,
"Diversification of the Activities of ""Moulins Modernes du Mali (M3)"" Project in Mali","Diversification of the Activities of ""Moulins Modernes du Mali (M3)"" Project in Mali",Mali,AfDB Independent Review Mechanism,African Development Bank,RQ2016/1,Active,,,Agribusiness,"Displacement (physical and/or economic), Other retaliation (actual or feared)","<p>
 
 <i>
 
 Full Description available at: <a href=""https://www.afdb.org/fileadmin/uploads/afdb/Documents/Compliance-Review/Mali-_Diversification_of_the_activities_of_Modern_Mills_Project_-_The_Independent_Review_Mechanism_Eligibility_Assessment_Report_for_Compliance.pdf"" class=""u-blue-color""> https://www.afdb.org/fileadmin/uploads/afdb/Documents/Compliance-Review/Mali-_Diversification_of_the_activities_of_Modern_Mills_Project_-_The_Independent_Review_Mechanism_Eligibility_Assessment_Report_for_Compliance.pdf <a> <i> </p>
 
 <br>
 
 <p>
 
 The Request was submitted by an international NGO, Afrique-Europe Interact, with local
 
 representation in Mali. The NGO complained about land grabbing by the project and its adverse
 
 effects on the people living in the villages of Sanamadougou and Sahou. The inhabitants of these villages, who refused to leave their agricultural lands at the beginning of the project, have allegedly been subjected to serious violations of their rights and have received threats to their physical security. In addition, a number of those affected by the project (i.e. PAPs), were not compensated while a few others received only symbolic compensation amounts for their lands and properties. The Director of the Compliance Review and Mediation Unit (CRMU) registered the Request on 12 May, 2016 pending verification of two issues: (a) if there was any land dispute case pending
 
 before any courts in Mali at the time of submission of the Request, and (b) if the NGO, being a
 
 foreign representative, had obtained representational authority to act on behalf of the people affected by the project.
 
 </p>
 
 <br>
 
 <p>
 
 The project will expand M3’s existing processing facilities to produce: (i) semolina from durum
 
 wheat, millet and maize; (ii) long and short pasta, as well as couscous from wheat, millet and
 
 maize; and (iii) flour from kibbled millet and maize. M3 will also acquire a new flour mill for the
 
 production of bread-quality wheat flour or “flour mill”. The production residue will be used to
 
 produce animal feed.
 
 </p>
 
 <br>
 
 <p>
 
 The M3 is located approximately 230 km from Bamako, in the Rural Commune of Sébougou
 
 which is almost part of the city of Ségou. It is located on a plot involving eight contiguous land
 
 titles (TF No. 1133-1140 ) with a total area of 7 ha 15 a 38 ca. The town is under the supervision
 
 of the Sous-Prefect of Ségou. The project’s influence extends to the rural communes of Sébougou
 
 and Ségou and their surroundings. Seven production chains will be set up on the M3 Project site
 
 at Ségou. The project is expected to promote local agricultural development and to strengthen the
 
 value chains by creating direct and indirect employment as well as business opportunities for local
 
 entrepreneurs. By producing import substitutes, the project is expected to have a positive impact
 
 on the trade balance, while the increased local production will enhance food security by creating
 
 jobs and wealth for the country. 
 
 </p>
 
 <br>
 
 <p>
 
 The project involves the installation of units for the production of couscous and pasta. These
 
 include silos for the storage of raw materials (hard wheat, soft wheat, maize, millet and sorghum),
 
 and three (03) mills for the production of meal and flour to be used to supply production lines.
 
 Other facilities associated with the project include; boilers (steam and hot water), air compressors
 
 (compressed air production), refrigerators (cooling water production), and electric transformers. 
 
 Under the project, silos will be acquired, allowing for an increase in M3 storage capacity to 20,000
 
 tons for durum wheat, 5,000 tons for maize, and 5,000 tons for millet. 
 
 </p>",FALSE,FALSE,9/23/17,,,,,,,,,,,,,,,,,,,,,
"Drainage, roads, water supply and sewerage in the low areas of Belem","Drainage, roads, water supply and sewerage in the low areas of Belem",Brazil,IDB Independent Consultation and Investigation Mechanism,Inter-American Development Bank,MICI-BR-2013-076,Closed Without Results,,Project/investment lending,Infrastructure,Other community health and safety issues,,FALSE,FALSE,12/18/13,12/18/13,1/29/14,closed_with_outcome,,1/29/14,4/30/14,closed_without_outcome,Good faith requirement not met,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,4/30/14
Dynagreen Waste to Energy Project,Dynagreen Waste to Energy Project,China,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,no_id_25_23,Closed Without Results,,"Equity Investment, Project/investment lending","Conservation and environmental protection, Energy",Other,,FALSE,FALSE,8/23/13,8/23/13,8/23/13,closed_with_outcome,,8/23/13,8/31/13,closed_without_outcome,Unknown,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,8/31/13
ELENA/Environmental Impact,ELENA/Environmental Impact,Sweden,EIB Complaints Mechanism,European Investment Bank,SG/E/2015/05/PR,Closed With Results Outside Process,,Project/investment lending,Energy,Other community health and safety issues,,FALSE,FALSE,4/28/15,4/28/15,,closed_with_outcome,,,,closed_with_outcome,,,,not_undertaken,Unknown,,5/31/15,closed_with_outcome,,,,not_undertaken,Case closed in earlier stage,5/31/15
EMS Electricity Network Upgrading,EMS Electricity Network Upgrading,Serbia,EIB Complaints Mechanism,European Investment Bank,SG/E/2014/09,Active,,Project/investment lending,"Energy, Infrastructure","Consultation and disclosure, Corruption/fraud, Due diligence, Other community health and safety issues, Violence against the community (by gov't and/or company)",,FALSE,FALSE,9/21/14,9/21/14,,closed_with_outcome,,,10/9/14,closed_with_outcome,,,,,,,,,,,,,,
"EPS Emergency Power Sector Reconstruction Loan, EPS Power II and EPS Kolubara Environmental Improvement","EPS Emergency Power Sector Reconstruction Loan, EPS Power II and EPS Kolubara Environmental Improvement",Serbia,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,2013/03,Monitoring,,Project/investment lending,"Energy, Extractives (oil, gas, mining)","Displacement (physical and/or economic), Due diligence, Pollution",,TRUE,TRUE,10/1/13,10/1/13,10/29/13,closed_with_outcome,,10/29/13,3/10/14,closed_with_outcome,,,,not_undertaken,Not offered by mechanism,3/10/14,10/10/15,closed_with_outcome,,10/29/15,,in_progress,,
EPS Kolubara Environmental Improvement,EPS Kolubara Environmental Improvement,Serbia,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,2012/04,Monitoring,,Project/investment lending,"Extractives (oil, gas, mining)","Consultation and disclosure, Displacement (physical and/or economic), Due diligence, Pollution, Water",,TRUE,TRUE,8/24/12,8/24/12,8/31/12,closed_with_outcome,,8/31/12,8/9/13,closed_with_outcome,,,,not_undertaken,Actor(s) involved refused to participate,8/9/13,10/9/15,closed_with_outcome,,10/29/15,,in_progress,,
EPS Power II,EPS Power II,Serbia,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,2013/02,Closed With Results,,Project/investment lending,"Energy, Infrastructure","Consultation and disclosure, Displacement (physical and/or economic)",,TRUE,FALSE,8/16/13,8/16/13,8/23/13,closed_with_outcome,,8/23/13,12/3/14,closed_with_outcome,,,,not_undertaken,Funding and/or consideration ended,12/3/14,8/3/15,closed_with_outcome,,,,not_undertaken,Mechanism deemed involvement unnecessary,8/31/15
EPS Restructuring,EPS Restructuring,Serbia,EBRD Project Complaint Mechanism,European Bank for Reconstruction and Development,2016/01,Closed With Results,,,Energy,Consultation and disclosure,"<p>
 
 </p>
 
 <br>
 
 <p>
 
 The project is a €200 million loan to Public Enterprise Elektroprivreda Srbije (EPS),
 
 guaranteed by the Republic of Serbia, and subject to the Bank’s policy requirements for
 
 public sector projects. 
 
 </p>
 
 <br>
 
 <p>
 
 The loan proceeds will be used to restructure EPS’s balance sheet, replacing short and
 
 medium term financial debt entered into on an emergency basis to alleviate a critical cash
 
 situation created by the unprecedented and catastrophic floods in Serbia in 2014. EBRD’s
 
 operation provides long term debt with terms better matched to the underlying assets and
 
 EPS’s operations. The refinancing will free up resources to allow the EPS to focus on the
 
 implementation of its long term capital expenditure program, which involves substantial
 
 modernisation of Serbia’s power sector infrastructure.
 
 </p>
 
 <br>
 
 <p>
 
 This Project will also allow EBRD to continue its engagement with EPS on environmental and
 
 social issues.
 
 </p>
 
 <br>
 
 <p>
 
 In this new Project, following the EBRD’s due diligence carried out with the assistance of TCfunded
 
 independent consultant, a new, updated Company-wide ESAP was agreed that
 
 provides a comprehensive response to environmental and social issues associated with
 
 EPS’s operations. EPS is committed to enhancing its environmental and social management
 
 systems for the restructured Company in line with good international practice and will be
 
 revising its corporate environmental and social strategy accordingly. The strategy will be
 
 based on an outline prepared by the consultants, which includes a new Resettlement
 
 Framework. The ESAP also reinforces the commitment to implement the action plans from
 
 the company-wide EHS audits. These further actions address a number of the
 
 recommendations of the PCM Compliance Review on the Kolubara Environmental
 
 Improvement Project. A post-signing TC provided a consultant to survey EPS for corporate
 
 governance gaps and to provide an action plan to remedy them.
 
 </p>",FALSE,FALSE,2/16/16,,,,,,,,,,,,,,,,,,,,,
Earthquake Emergency Assistance Project,Earthquake Emergency Assistance Project,Pakistan,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,no_id_25_12,Closed Without Results,,Project/investment lending,Infrastructure,Other,,FALSE,FALSE,12/17/12,12/17/12,12/18/12,closed_with_outcome,,12/18/12,12/31/12,closed_without_outcome,"Outside of mandate, Forwarded to other body within bank",,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,12/31/12
Earthquake Emergency Assistance Project 2,Earthquake Emergency Assistance Project,Nepal,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,no_id_25_39,Closed Without Results,,"Advisory services, Project/investment lending","Education, Infrastructure",Other,,FALSE,FALSE,5/5/15,5/5/15,5/8/15,closed_with_outcome,,5/8/15,5/31/15,closed_without_outcome,"Forwarded to other body within bank, Forwarded to other body within bank",,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,5/31/15
East-West Highway Improvement Project,East-West Highway Improvement Project,Azerbaijan,ADB Special Project Facilitator and Compliance Review Panel,Asian Development Bank,Sep-09,Closed Without Results,,Project/investment lending,Infrastructure,"Consultation and disclosure, Displacement (physical and/or economic)",,FALSE,FALSE,9/2/09,9/2/09,9/3/09,closed_with_outcome,,9/3/09,10/31/09,closed_without_outcome,"Good faith requirement not met, Filer Issue",,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,,,not_undertaken,Case closed in earlier stage,10/31/09
